Année;Département (code);Département (libellé);Commune active (code);Commune active (libellé);Nombre de personnes;Nombre de personnes de 15 ans ou plus;Nombre de personnes actives de 15 ans ou plus;Nombre de personnes actives de 15 ans ou plus ayant un emploi
2014;49;Maine-et-Loire;49102;Cléré-sur-Layon;328.0;230.0;67.0;103.0
2015;85;Vendée;85071;Commequiers;3407.0;2769.0;1553.0;1405.0
2014;49;Maine-et-Loire;49229;Noyant-la-Gravoyère;1894.0;1547.0;860.0;684.0
2015;85;Vendée;85112;Île-d'Olonne;2710.0;2202.0;1270.0;1195.0
2015;85;Vendée;85245;Saint-Martin-des-Fontaines;155.0;104.0;28.0;63.0
2015;85;Vendée;85281;Sérigné;974.0;777.0;405.0;426.0
2015;85;Vendée;85296;Treize-Vents;1254.0;959.0;607.0;504.0
2014;49;Maine-et-Loire;49334;Sermaise;300.0;213.0;145.0;160.0
2014;49;Maine-et-Loire;49335;Soeurdres;387.0;275.0;201.0;208.0
2011;44;Loire-Atlantique;44203;Temple-de-Bretagne;1857.000001;1389.032038;981.542997;888.345964
2011;49;Maine-et-Loire;49001;Alleuds;887.000001;634.724695;442.995459;411.71331
2011;49;Maine-et-Loire;49037;Bourg-d'Iré;837.000001;639.517113;399.058676;388.826413
2011;49;Maine-et-Loire;49088;Chazé-Henry;843.0;686.0;381.0;368.0
2014;49;Maine-et-Loire;49369;Vernoil-le-Fourrier;1256.0;1016.0;523.0;472.0
2011;49;Maine-et-Loire;49211;Montilliers;1152.0;891.0;562.0;548.0
2011;49;Maine-et-Loire;49216;Montreuil-sur-Loir;502.0;382.0;279.0;240.0
2014;53;Mayenne;53049;Châlons-du-Maine;696.0;473.0;368.0;358.0
2014;53;Mayenne;53063;Châtelain;496.0;355.0;249.0;228.0
2011;53;Mayenne;53036;Bouère;1062.0;812.281477;470.424161;451.772954
2011;72;Sarthe;72333;Semur-en-Vallon;450.999999;368.720412;210.141964;170.471827
2011;72;Sarthe;72353;Théligny;217.000001;168.886867;107.02713;94.262446
2014;53;Mayenne;53139;Loupfougères;383.0;268.0;86.0;132.0
2014;72;Sarthe;72033;Bernay-en-Champagne;491.0;378.0;218.0;223.0
2011;85;Vendée;85154;Mouilleron-Saint-Germain;1329.0;1077.080982;618.889313;537.856408
2011;85;Vendée;85168;Oulmes;745.0;578.223869;370.502703;343.538869
2014;72;Sarthe;72091;Contilly;124.0;86.0;19.0;55.0
2011;85;Vendée;85248;Saint-Martin-Lars-en-Sainte-Hermine;398.999999;332.500007;171.287894;161.21212
2014;72;Sarthe;72280;Saint-Georges-du-Bois;2013.0;1605.0;987.0;895.0
2014;72;Sarthe;72302;Saint-Martin-des-Monts;180.0;139.0;92.0;88.0
2012;44;Loire-Atlantique;44154;Saint-Brevin-les-Pins;13088.000002;11069.154228;5294.934788;4663.349146
2012;44;Loire-Atlantique;44222;Roche-Blanche;1142.0;872.400862;609.879711;516.984117
2014;72;Sarthe;72328;Sargé-lès-le-Mans;3618.0;3041.0;1596.0;1409.0
2012;49;Maine-et-Loire;49068;Champtocé-sur-Loire;1851.0;1440.0;890.0;832.0
2012;49;Maine-et-Loire;49103;Combrée;2816.0;2235.0;1253.0;1084.0
2012;49;Maine-et-Loire;49156;Grugé-l'Hôpital;299.999998;236.619712;149.999996;147.887321
2014;85;Vendée;85026;Boissière-des-Landes;1336.0;1028.0;557.0;601.0
2012;49;Maine-et-Loire;49231;Nuaillé;1457.0;1118.0;710.0;664.0
2012;53;Mayenne;53066;Chemazé;1357.0;1005.0;639.0;596.0
2014;85;Vendée;85097;Gaubretière;3048.0;2412.0;1584.0;1465.0
2015;53;Mayenne;53195;Sacé;479.0;305.0;163.0;226.0
2015;53;Mayenne;53211;Saint-Denis-de-Gastines;1582.0;1299.0;619.0;537.0
2014;85;Vendée;85123;Liez;265.0;202.0;130.0;120.0
2015;53;Mayenne;53267;Vaiges;1152.0;914.0;522.0;440.0
2014;85;Vendée;85149;Moreilles;366.0;269.0;208.0;172.0
2014;85;Vendée;85159;Nalliers;2311.0;1870.0;1034.0;865.0
2015;72;Sarthe;72110;Crosmières;1044.0;783.0;512.0;425.0
2015;72;Sarthe;72160;Lavernat;607.0;484.0;301.0;235.0
2015;44;Loire-Atlantique;44064;Gorges;4495.0;3364.0;2190.0;2060.0
2015;44;Loire-Atlantique;44117;Pallet;3219.0;2414.0;1519.0;1524.0
2015;72;Sarthe;72199;Moitron-sur-Sarthe;238.0;153.0;41.0;88.0
2015;72;Sarthe;72269;Saint-Calais;3272.0;2855.0;1197.0;1030.0
2015;72;Sarthe;72286;Saint-Gervais-de-Vic;389.0;319.0;164.0;161.0
2015;72;Sarthe;72308;Saint-Paterne;2133.0;1762.0;896.0;895.0
2015;49;Maine-et-Loire;49063;Chalonnes-sur-Loire;6503.0;5189.0;2938.0;2718.0
2015;49;Maine-et-Loire;49087;Chavaignes;0.0;0.0;0.0;0.0
2015;85;Vendée;85104;Grues;827.0;710.0;225.0;252.0
2015;49;Maine-et-Loire;49158;Hôtellerie-de-Flée;0.0;0.0;0.0;0.0
2015;49;Maine-et-Loire;49337;Soucelles;2560.0;1937.0;1215.0;1150.0
2015;85;Vendée;85209;Saint-Étienne-de-Brillouet;581.0;389.0;179.0;256.0
2015;85;Vendée;85214;Sainte-Foy;2008.0;1630.0;1007.0;953.0
2015;53;Mayenne;53030;Bignon-du-Maine;339.0;260.0;197.0;165.0
2015;53;Mayenne;53031;Bigottière;498.0;372.0;257.0;250.0
2015;85;Vendée;85301;Vendrennes;1663.0;1216.0;771.0;780.0
2015;53;Mayenne;53061;Charchigné;502.0;368.0;198.0;230.0
2014;44;Loire-Atlantique;44222;Roche-Blanche;1156.0;822.0;469.0;499.0
2011;72;Sarthe;72024;Bazoge;3642.0;2850.390912;1774.640039;1647.025456
2014;49;Maine-et-Loire;49068;Champtocé-sur-Loire;1865.0;1440.0;890.0;832.0
2014;49;Maine-et-Loire;49070;Chanteloup-les-Bois;712.0;557.0;343.0;284.0
2014;49;Maine-et-Loire;49090;Cheffes;957.0;698.0;345.0;346.0
2011;72;Sarthe;72340;Souligné-sous-Ballon;1150.0;893.0;598.0;580.0
2014;49;Maine-et-Loire;49266;Saint-Augustin-des-Bois;1200.0;850.0;601.0;586.0
2011;85;Vendée;85080;Doix lès Fontaines;918.0;729.0;403.0;356.0
2014;49;Maine-et-Loire;49329;Savennières;1349.0;1058.0;629.0;525.0
2014;53;Mayenne;53087;Cropte;207.0;138.0;51.0;98.0
2012;44;Loire-Atlantique;44216;Vieillevigne;3929.0;3020.134796;1898.542875;1739.913201
2014;53;Mayenne;53247;Saint-Pierre-la-Cour;2110.0;1615.0;940.0;911.0
2012;49;Maine-et-Loire;49221;Mouliherne;902.000001;726.813873;387.912159;302.404627
2012;49;Maine-et-Loire;49309;Saint-Michel-et-Chanveaux;399.000001;306.281972;193.770212;170.851178
2014;72;Sarthe;72046;Breil-sur-Mérize;1517.0;1167.0;739.0;652.0
2012;49;Maine-et-Loire;49368;Vernantes;1980.0;1641.375508;837.106545;723.239516
2012;53;Mayenne;53096;Ernée;5812.0;4819.622056;2404.198788;2207.512201
2014;72;Sarthe;72160;Lavernat;615.0;484.0;301.0;235.0
2012;53;Mayenne;53163;Neau;708.0;555.0;348.0;252.0
2014;72;Sarthe;72233;Peray;63.0;50.0;26.0;25.0
2012;72;Sarthe;72052;Chahaignes;764.999999;656.145252;261.637516;279.615888
2012;72;Sarthe;72074;Chemiré-en-Charnie;221.000001;189.282403;102.314804;77.759263
2012;72;Sarthe;72149;Joué-en-Charnie;628.0;480.237699;309.50384;291.531038
2014;72;Sarthe;72316;Saint-Rémy-des-Monts;669.0;515.0;200.0;236.0
2012;72;Sarthe;72221;Nogent-sur-Loir;396.0;329.640117;185.333699;163.266367
2014;85;Vendée;85029;Bouin;2146.0;1857.0;758.0;646.0
2012;72;Sarthe;72354;Thoigné;163.0;129.207307;76.530474;67.585369
2014;85;Vendée;85059;Châtaigneraie;2549.0;2209.0;1016.0;854.0
2014;85;Vendée;85066;Chavagnes-les-Redoux;793.0;562.0;264.0;348.0
2011;44;Loire-Atlantique;44031;Chapelle-Glain;824.0;652.0;368.0;296.0
2012;85;Vendée;85220;Saint-Germain-de-Prinçay;1509.0;1223.54825;749.185613;610.966883
2011;44;Loire-Atlantique;44188;Saint-Philbert-de-Grand-Lieu;8248.0;6253.033767;4234.163079;3872.824393
2012;85;Vendée;85295;Treize-Septiers;3010.000001;2320.491292;1535.457343;1428.54549
2011;49;Maine-et-Loire;49051;Brissarthe;623.999999;491.361958;302.445247;297.443321
2011;49;Maine-et-Loire;49098;Chigné;300.999999;237.422438;125.168309;63.577554
2011;49;Maine-et-Loire;49156;Grugé-l'Hôpital;307.999999;235.407399;146.222217;141.037034
2013;49;Maine-et-Loire;49062;Chalonnes-sous-le-Lude;126.0;98.0;56.0;60.0
2011;49;Maine-et-Loire;49201;Ménitré;2146.000001;1735.18568;995.516073;862.644337
2013;49;Maine-et-Loire;49224;Neuillé;975.0;732.0;344.0;435.0
2011;53;Mayenne;53003;Ambrières-les-Vallées;2793.999998;2313.119447;1172.074234;1104.539285
2013;53;Mayenne;53038;Boulay-les-Ifs;170.0;133.0;77.0;80.0
2013;53;Mayenne;53159;Montourtier;359.0;257.0;175.0;156.0
2013;53;Mayenne;53184;Préaux;150.0;78.0;27.0;39.0
2013;53;Mayenne;53251;Saint-Quentin-les-Anges;394.0;247.0;123.0;199.0
2013;53;Mayenne;53264;Thorigné-en-Charnie;172.0;104.0;31.0;63.0
2013;53;Mayenne;53270;Vieuvy;137.0;106.0;65.0;44.0
2013;72;Sarthe;72035;Bessé-sur-Braye;2273.0;1925.0;887.0;670.0
2013;72;Sarthe;72060;Chapelle-aux-Choux;255.0;184.0;53.0;78.0
2013;72;Sarthe;72113;Degré;774.0;553.0;326.0;380.0
2013;72;Sarthe;72173;Luceau;1262.0;984.0;521.0;437.0
2013;72;Sarthe;72176;Lude;3899.0;3303.0;1582.0;1316.0
2013;49;Maine-et-Loire;49138;Bois d'Anjou;957.0;681.0;346.0;396.0
2013;49;Maine-et-Loire;49160;Ingrandes-Le Fresne sur Loire;1661.0;1329.0;779.0;724.0
2013;49;Maine-et-Loire;49211;Montilliers;1197.0;909.0;562.0;559.0
2013;49;Maine-et-Loire;49254;Querré;327.0;221.0;150.0;152.0
2013;49;Maine-et-Loire;49361;Varennes-sur-Loire;1884.0;1531.0;804.0;732.0
2013;49;Maine-et-Loire;49365;Verchers-sur-Layon;900.0;691.0;422.0;360.0
2013;53;Mayenne;53202;Saint-Berthevin-la-Tannière;351.0;293.0;154.0;148.0
2013;53;Mayenne;53228;Saint-Jean-sur-Erve;451.0;362.0;208.0;180.0
2013;53;Mayenne;53248;Saint-Pierre-sur-Erve;121.0;74.0;22.0;68.0
2013;72;Sarthe;72079;Chérisay;297.0;195.0;78.0;149.0
2013;72;Sarthe;72084;Clermont-Créans;1269.0;1005.0;627.0;569.0
2013;72;Sarthe;72089;Conlie;1864.0;1541.0;779.0;625.0
2013;72;Sarthe;72098;Coulongé;541.0;390.0;156.0;228.0
2013;72;Sarthe;72134;Flée;560.0;462.0;270.0;240.0
2013;72;Sarthe;72136;Fontenay-sur-Vègre;324.0;215.0;99.0;146.0
2013;72;Sarthe;72174;Lucé-sous-Ballon;92.0;45.0;12.0;53.0
2013;72;Sarthe;72198;Milesse;2433.0;1928.0;1127.0;1172.0
2013;72;Sarthe;72264;Sablé-sur-Sarthe;12564.0;10374.0;5389.0;4391.0
2013;72;Sarthe;72341;Soulitré;650.0;496.0;335.0;304.0
2013;72;Sarthe;72358;Thorigné-sur-Dué;1603.0;1306.0;743.0;664.0
2013;72;Sarthe;72359;Torcé-en-Vallée;1354.0;997.0;670.0;624.0
2013;72;Sarthe;72384;Vouvray-sur-Loir;785.0;665.0;325.0;280.0
2013;85;Vendée;85052;Chapelle-Achard;1903.0;1395.0;975.0;931.0
2014;44;Loire-Atlantique;44076;Jans;1287.0;941.0;582.0;559.0
2014;44;Loire-Atlantique;44133;Port-Saint-Père;2867.0;2268.0;1404.0;1377.0
2014;44;Loire-Atlantique;44164;Saint-Hilaire-de-Chaléons;2197.0;1630.0;1073.0;1017.0
2014;44;Loire-Atlantique;44184;Saint-Nazaire;69341.0;57638.0;30896.0;25728.0
2014;49;Maine-et-Loire;49064;Chambellay;357.0;240.0;92.0;122.0
2014;49;Maine-et-Loire;49272;Saint-Clément-des-Levées;1130.0;899.0;512.0;491.0
2014;49;Maine-et-Loire;49283;Saint-Georges-sur-Loire;3503.0;2730.0;1520.0;1470.0
2014;49;Maine-et-Loire;49328;Saumur;27293.0;22932.0;11726.0;9571.0
2014;49;Maine-et-Loire;49370;Verrie;448.0;348.0;150.0;213.0
2014;53;Mayenne;53000;Commune fictive;0.0;0.0;0.0;0.0
2014;53;Mayenne;53146;Martigné-sur-Mayenne;1753.0;1331.0;746.0;755.0
2014;53;Mayenne;53153;Mézangers;691.0;533.0;335.0;272.0
2014;53;Mayenne;53216;Saint-Fraimbault-de-Prières;996.0;754.0;356.0;403.0
2014;53;Mayenne;53246;Saint-Pierre-des-Nids;1960.0;1587.0;730.0;718.0
2014;72;Sarthe;72022;Bailleul;1235.0;955.0;588.0;485.0
2014;72;Sarthe;72023;Ballon-Saint Mars;2188.0;1757.0;985.0;935.0
2014;72;Sarthe;72138;Fresnay-sur-Sarthe;2033.0;1738.0;550.0;459.0
2011;53;Mayenne;53150;Ménil;968.999999;731.673775;487.45426;472.682921
2014;72;Sarthe;72177;Maigné;325.0;217.0;96.0;154.0
2014;72;Sarthe;72231;Parigné-l'Évêque;4863.0;3938.0;2234.0;2053.0
2011;53;Mayenne;53195;Sacé;458.999999;310.240931;233.904042;211.394455
2014;72;Sarthe;72238;Pizieux;62.0;38.0;13.0;31.0
2014;72;Sarthe;72353;Théligny;221.0;172.0;109.0;96.0
2011;72;Sarthe;72050;Brûlon;1540.000001;1254.560147;694.36783;668.0507
2011;72;Sarthe;72112;Dangeul;489.000002;408.481927;242.536143;204.240969
2011;72;Sarthe;72157;Lavardin;740.0;578.0;333.0;316.0
2015;44;Loire-Atlantique;44199;Soudan;1980.0;1557.0;785.0;827.0
2011;72;Sarthe;72160;Lavernat;637.0;496.0;315.0;292.0
2015;49;Maine-et-Loire;49120;Denée;1382.0;1058.0;596.0;641.0
2015;49;Maine-et-Loire;49131;Épieds;738.0;545.0;364.0;320.0
2015;49;Maine-et-Loire;49186;Luigné;0.0;0.0;0.0;0.0
2015;49;Maine-et-Loire;49277;Sainte-Gemmes-d'Andigné;0.0;0.0;0.0;0.0
2011;72;Sarthe;72286;Saint-Gervais-de-Vic;385.0;325.223688;187.434226;182.368426
2011;53;Mayenne;53112;Ham;428.0;340.0;191.0;192.0
2011;53;Mayenne;53151;Méral;1078.000001;826.69134;491.515335;415.81996
2011;44;Loire-Atlantique;44014;Bignon;3381.999998;2531.983661;1670.263045;1601.464985
2011;44;Loire-Atlantique;44049;Croisic;4043.000002;3640.085696;1335.211123;1157.453465
2011;44;Loire-Atlantique;44053;Drefféac;1937.0;1444.881833;952.763656;881.234869
2011;44;Loire-Atlantique;44105;Mouais;390.0;300.541243;195.000007;180.927839
2011;72;Sarthe;72104;Courgains;598.0;454.0;270.0;220.0
2011;72;Sarthe;72113;Degré;768.0;597.913047;425.73913;434.086952
2011;72;Sarthe;72147;Guierche;1074.0;842.0;571.0;540.0
2011;49;Maine-et-Loire;49364;Vaudelnay;1219.0;946.533051;614.564348;601.445557
2011;72;Sarthe;72213;Mulsanne;4409.000001;3658.962712;2047.685732;1801.728185
2011;53;Mayenne;53032;Blandouet;197.999996;150.606369;93.734018;58.978724
2011;72;Sarthe;72221;Nogent-sur-Loir;422.999997;338.929353;192.131604;143.902185
2011;72;Sarthe;72249;Quinte;821.999998;616.756553;442.299617;414.591766
2011;72;Sarthe;72265;Saint-Aignan;254.000002;199.977605;126.999987;94.776124
2011;72;Sarthe;72259;Rouperroux-le-Coquet;319.000001;252.753988;147.779546;150.837059
2012;53;Mayenne;53198;Saint-Aubin-du-Désert;280.000002;234.624496;120.632402;105.138343
2011;72;Sarthe;72311;Saint-Pierre-de-Chevillé;364.000003;299.288883;162.788876;125.377772
2012;72;Sarthe;72071;Château-du-Loir;4731.0;4041.0;1841.0;1552.0
2012;72;Sarthe;72148;Jauzé;91.0;73.0;47.0;24.0
2012;72;Sarthe;72160;Lavernat;638.000001;496.778657;315.494514;292.458395
2012;72;Sarthe;72313;Saint-Pierre-des-Ormes;230.0;174.0;111.0;100.0
2012;72;Sarthe;72340;Souligné-sous-Ballon;1154.000001;896.103775;600.085389;582.022617
2012;72;Sarthe;72347;Tassé;313.0;218.509437;144.688678;114.176103
2011;85;Vendée;85018;Beauvoir-sur-Mer;3917.0;3372.390455;1548.394091;1335.719658
2012;85;Vendée;85113;Île-d'Yeu;4575.000001;3882.524348;2001.660226;1732.652742
2012;85;Vendée;85143;Mervent;1061.999999;882.661729;492.92978;424.801264
2011;85;Vendée;85094;Foussais-Payré;1190.0;1007.79152;541.337804;483.112773
2013;44;Loire-Atlantique;44022;Boussay;2668.0;2103.0;1298.0;1075.0
2011;85;Vendée;85129;Lucs-sur-Boulogne;3288.999998;2584.411949;1669.95244;1550.880974
2011;85;Vendée;85157;Moutiers-sur-le-Lay;681.000002;556.407181;301.394272;297.396587
2013;44;Loire-Atlantique;44117;Pallet;3178.0;2385.0;1609.0;1472.0
2013;44;Loire-Atlantique;44134;Pouillé-les-Côteaux;955.0;707.0;538.0;456.0
2011;85;Vendée;85281;Sérigné;1013.999998;819.345516;496.280216;452.495274
2013;44;Loire-Atlantique;44188;Saint-Philbert-de-Grand-Lieu;8619.0;6535.0;4419.0;4028.0
2013;49;Maine-et-Loire;49036;Bouillé-Ménard;714.0;500.0;225.0;290.0
2012;44;Loire-Atlantique;44116;Paimboeuf;3228.0;2566.0;1399.0;1201.0
2012;44;Loire-Atlantique;44173;Saint-Lumine-de-Clisson;2033.0;1510.772971;1064.273769;987.545787
2012;49;Maine-et-Loire;49050;Brissac-Quincé;2970.0;2339.0;1459.0;1340.0
2012;49;Maine-et-Loire;49076;Chapelle-Saint-Laud;704.0;508.26906;368.31092;319.904342
2012;49;Maine-et-Loire;49234;Parçay-les-Pins;917.000001;763.999955;358.999828;316.00009
2012;49;Maine-et-Loire;49266;Saint-Augustin-des-Bois;1121.0;808.229532;574.847278;554.7611
2012;49;Maine-et-Loire;49299;Saint-Léger-sous-Cholet;2552.000001;2059.509785;1329.36218;1275.776649
2012;49;Maine-et-Loire;49358;Turquant;576.999999;442.630135;265.775695;233.171238
2012;49;Maine-et-Loire;49370;Verrie;450.0;340.293451;205.191862;219.413087
2012;53;Mayenne;53002;Alexain;609.000002;438.468815;259.948595;242.481681
2012;53;Mayenne;53023;Bazouge-des-Alleux;508.0;339.000142;270.343946;268.063989
2012;53;Mayenne;53029;Bierné;675.000001;519.539384;301.894519;248.736994
2012;53;Mayenne;53034;Bonchamp-lès-Laval;5795.000003;4568.325811;2860.592404;2668.923033
2012;53;Mayenne;53088;Cuillé;933.0;747.622275;429.831895;362.606986
2012;53;Mayenne;53110;Grez-en-Bouère;1003.000001;774.228099;505.496024;470.530883
2015;85;Vendée;85072;Copechagnière;964.0;686.0;419.0;457.0
2015;85;Vendée;85083;Épine;1645.0;1442.0;584.0;554.0
2015;85;Vendée;85111;Île-d'Elle;1542.0;1208.0;671.0;572.0
2015;85;Vendée;85205;Saint-Cyr-des-Gâts;534.0;440.0;237.0;205.0
2015;85;Vendée;85207;Saint-Denis-du-Payré;370.0;320.0;109.0;90.0
2015;85;Vendée;85211;Sainte-Flaive-des-Loups;2351.0;1780.0;1211.0;1145.0
2015;85;Vendée;85240;Saint-Malô-du-Bois;1576.0;1160.0;682.0;725.0
2015;85;Vendée;85247;Saint-Martin-des-Tilleuls;1042.0;766.0;555.0;490.0
2015;85;Vendée;85265;Saint-Pierre-le-Vieux;971.0;768.0;463.0;415.0
2015;85;Vendée;85303;Vix;1802.0;1486.0;787.0;700.0
2015;85;Vendée;85305;Vouvant;846.0;688.0;235.0;312.0
2012;72;Sarthe;72073;Chaufour-Notre-Dame;1090.000001;866.069415;608.395858;547.045021
2012;72;Sarthe;72147;Guierche;1066.000001;835.728117;566.746729;535.977656
2012;72;Sarthe;72154;Flèche;14963.0;12426.925805;6416.296764;5406.263893
2012;72;Sarthe;72225;Oisseau-le-Petit;710.999999;548.399147;334.29119;311.062499
2012;85;Vendée;85022;Bernard;1162.0;905.7375;485.55;473.1
2012;85;Vendée;85054;Chapelle-Hermier;903.0;703.675586;445.963227;422.809369
2012;85;Vendée;85133;Maillezais;982.0;830.0;377.0;352.0
2012;85;Vendée;85261;Sainte-Pexine;238.0;189.809906;114.082636;93.429749
2012;85;Vendée;85277;Saint-Vincent-sur-Graon;1355.000002;1072.708327;625.14772;574.848487
2013;44;Loire-Atlantique;44045;Cordemais;3421.0;2553.0;1629.0;1638.0
2013;44;Loire-Atlantique;44079;Landreau;2921.0;2222.0;1516.0;1474.0
2013;49;Maine-et-Loire;49052;Broc;295.0;205.0;59.0;94.0
2013;49;Maine-et-Loire;49068;Champtocé-sur-Loire;1855.0;1440.0;890.0;832.0
2013;49;Maine-et-Loire;49088;Chazé-Henry;843.0;686.0;381.0;368.0
2015;53;Mayenne;53138;Longuefuye;337.0;242.0;169.0;195.0
2015;53;Mayenne;53204;Saint-Calais-du-Désert;384.0;303.0;171.0;175.0
2015;53;Mayenne;53233;Saint-Loup-du-Dorat;365.0;249.0;142.0;148.0
2015;72;Sarthe;72046;Breil-sur-Mérize;1526.0;1167.0;739.0;652.0
2015;72;Sarthe;72079;Chérisay;297.0;195.0;78.0;149.0
2015;72;Sarthe;72080;Cherré;1722.0;1390.0;737.0;639.0
2015;72;Sarthe;72097;Coulombiers;462.0;338.0;208.0;189.0
2015;72;Sarthe;72100;Courcelles-la-Forêt;398.0;283.0;152.0;205.0
2015;72;Sarthe;72149;Joué-en-Charnie;646.0;482.0;313.0;300.0
2015;72;Sarthe;72167;Louailles;725.0;511.0;341.0;336.0
2015;72;Sarthe;72172;Luart;1444.0;1148.0;627.0;660.0
2015;72;Sarthe;72187;Marigné-Laillé;1641.0;1276.0;798.0;748.0
2015;72;Sarthe;72196;Mézières-sur-Ponthouin;687.0;524.0;350.0;288.0
2015;72;Sarthe;72208;Montmirail;409.0;347.0;150.0;134.0
2015;72;Sarthe;72300;Saint-Mars-la-Brière;2655.0;2103.0;1369.0;1185.0
2015;72;Sarthe;72328;Sargé-lès-le-Mans;3592.0;3021.0;1596.0;1405.0
2015;72;Sarthe;72330;Savigné-sous-le-Lude;429.0;346.0;214.0;210.0
2015;72;Sarthe;72363;Tuffé Val de la Chéronne;1673.0;1406.0;742.0;605.0
2015;85;Vendée;85026;Boissière-des-Landes;1369.0;1081.0;705.0;640.0
2015;85;Vendée;85062;Châteauneuf;1004.0;738.0;509.0;415.0
2015;85;Vendée;85163;Noirmoutier-en-l'Île;4666.0;4106.0;1838.0;1445.0
2015;85;Vendée;85268;Saint-Révérend;1423.0;1126.0;707.0;580.0
2015;85;Vendée;85290;Thiré;567.0;448.0;253.0;210.0
2015;85;Vendée;85302;Verrie;3957.0;3171.0;1939.0;1832.0
2011;72;Sarthe;72317;Saint-Rémy-du-Val;556.0;455.0;248.0;224.0
2011;72;Sarthe;72328;Sargé-lès-le-Mans;3509.0;2909.0;1612.0;1438.0
2011;72;Sarthe;72343;Souvigné-sur-Sarthe;609.0;461.0;319.0;288.0
2011;72;Sarthe;72347;Tassé;307.000001;215.286167;142.880512;111.987417
2011;72;Sarthe;72361;Tresson;478.000003;397.5052;225.584201;202.727652
2011;85;Vendée;85067;Cheffois;961.0;738.693988;486.481344;418.692949
2011;85;Vendée;85105;Gué-de-Velluire;569.000001;459.174632;257.30516;255.21324
2011;85;Vendée;85114;Jard-sur-Mer;2589.000001;2408.325015;634.326303;526.31409
2011;85;Vendée;85116;Jonchère;395.0;334.452563;160.498807;134.549873
2011;85;Vendée;85229;Saint-Hilaire-de-Voust;654.000001;521.419069;274.06657;253.28896
2011;85;Vendée;85276;Saint-Vincent-Sterlanges;740.0;573.036215;364.846809;292.701951
2012;44;Loire-Atlantique;44046;Corsept;2721.0;2030.207372;1394.638002;1265.114385
2012;44;Loire-Atlantique;44120;Pellerin;4607.000001;3615.998993;2209.555177;1909.706182
2012;44;Loire-Atlantique;44144;Riaillé;2201.000001;1704.117559;1036.233274;999.621949
2012;44;Loire-Atlantique;44171;Saint-Léger-les-Vignes;1540.0;1197.0;817.0;756.0
2012;44;Loire-Atlantique;44213;Loireauxence;3563.0;2822.041364;1636.907337;1465.319726
2012;49;Maine-et-Loire;49015;Avrillé;12953.000001;10698.679183;5562.78307;4937.281395
2012;49;Maine-et-Loire;49055;Cantenay-Épinard;2047.0;1646.0;1019.0;940.0
2012;49;Maine-et-Loire;49087;Chavaignes;99.000001;82.326318;50.021047;31.263156
2012;49;Maine-et-Loire;49107;Cornillé-les-Caves;457.0;367.325881;224.520597;181.218163
2012;49;Maine-et-Loire;49114;Courléon;162.999998;142.624993;65.414461;32.171052
2012;49;Maine-et-Loire;49120;Denée;1396.000001;1097.070654;700.491063;661.630254
2012;49;Maine-et-Loire;49187;Marans;550.999999;425.264829;295.729105;277.62325
2012;53;Mayenne;53041;Brains-sur-les-Marches;237.0;184.130761;120.323055;113.942306
2012;53;Mayenne;53162;Moulay;983.999998;833.916963;489.018212;437.328033
2012;53;Mayenne;53185;Pré-en-Pail-Saint-Samson;1958.999999;1657.448445;821.483387;731.653961
2012;53;Mayenne;53201;Saint-Berthevin;7307.0;5975.969884;3290.417312;3150.742056
2012;53;Mayenne;53213;Saint-Ellier-du-Maine;535.0;413.0;254.0;200.0
2012;53;Mayenne;53215;Saint-Fort;1598.999998;1312.904406;735.814324;736.79412
2012;53;Mayenne;53222;Saint-Germain-d'Anxure;353.000002;248.683371;164.857506;162.99472
2012;53;Mayenne;53248;Saint-Pierre-sur-Erve;139.999997;108.321174;73.576653;65.401457
2012;53;Mayenne;53271;Villaines-la-Juhel;2977.999999;2522.937299;1201.660014;1044.116872
2012;72;Sarthe;72068;Chartre-sur-le-Loir;1466.0;1255.0;502.0;356.0
2012;72;Sarthe;72166;Longnes;350.0;272.0;183.0;172.0
2012;72;Sarthe;72262;Ruillé-sur-Loir;1175.999999;1038.186559;430.535299;406.398742
2012;72;Sarthe;72274;Saint-Christophe-en-Champagne;203.0;154.0;104.0;88.0
2012;72;Sarthe;72355;Thoiré-sous-Contensor;102.000002;77.659097;52.159095;52.159092
2012;85;Vendée;85002;Aiguillon-sur-Vie;1821.0;1488.0;771.0;752.0
2012;85;Vendée;85102;Grand'Landes;574.0;428.930367;273.379658;265.691842
2012;85;Vendée;85103;Grosbreuil;2128.0;1593.465957;1068.055696;979.979071
2012;85;Vendée;85104;Grues;825.999998;726.792343;298.605022;265.16187
2012;85;Vendée;85106;Guérinière;1429.999999;1243.441782;552.140862;452.044925
2012;85;Vendée;85156;Moutiers-les-Mauxfaits;1991.0;1612.295601;800.182582;738.630058
2012;85;Vendée;85189;Notre-Dame-de-Riez;1957.0;1566.750736;939.761025;783.832476
2012;85;Vendée;85205;Saint-Cyr-des-Gâts;520.0;428.464426;230.786536;199.625473
2012;85;Vendée;85248;Saint-Martin-Lars-en-Sainte-Hermine;403.999998;336.66666;173.43434;163.23232
2012;85;Vendée;85302;Verrie;3798.0;3053.107538;1899.9294;1770.775921
2013;44;Loire-Atlantique;44061;Frossay;3107.0;2307.0;1355.0;1439.0
2013;44;Loire-Atlantique;44144;Riaillé;2228.0;1705.0;1024.0;997.0
