Année;Département (code);Département (libellé);Commune active (code);Commune active (libellé);Nombre de personnes;Nombre de personnes de 15 ans ou plus;Nombre de personnes actives de 15 ans ou plus;Nombre de personnes actives de 15 ans ou plus ayant un emploi
2011;49;Maine-et-Loire;49362;Varrains;1213.0;983.0;515.0;424.0
2011;53;Mayenne;53008;Aron;1755.0;1428.81493;874.498927;816.466381
2014;49;Maine-et-Loire;49290;Saint-Jean-des-Mauvrets;1761.0;1352.0;866.0;832.0
2014;49;Maine-et-Loire;49361;Varennes-sur-Loire;1856.0;1487.0;769.0;610.0
2014;53;Mayenne;53010;Assé-le-Bérenger;425.0;317.0;229.0;224.0
2014;53;Mayenne;53023;Bazouge-des-Alleux;516.0;312.0;188.0;244.0
2014;53;Mayenne;53038;Boulay-les-Ifs;170.0;133.0;77.0;80.0
2014;53;Mayenne;53079;Couesmes-Vaucé;376.0;300.0;159.0;115.0
2014;53;Mayenne;53152;Meslay-du-Maine;2817.0;2331.0;1173.0;989.0
2014;53;Mayenne;53245;Saint-Pierre-des-Landes;941.0;745.0;445.0;400.0
2014;53;Mayenne;53264;Thorigné-en-Charnie;192.0;148.0;95.0;75.0
2014;53;Mayenne;53267;Vaiges;1148.0;906.0;522.0;440.0
2014;72;Sarthe;72085;Cogners;202.0;166.0;96.0;80.0
2014;72;Sarthe;72115;Dissay-sous-Courcillon;940.0;720.0;300.0;315.0
2014;72;Sarthe;72184;Mareil-en-Champagne;343.0;248.0;97.0;151.0
2014;72;Sarthe;72199;Moitron-sur-Sarthe;236.0;170.0;97.0;72.0
2014;72;Sarthe;72205;Montbizot;1806.0;1320.0;901.0;796.0
2014;72;Sarthe;72210;Montreuil-le-Henri;303.0;231.0;142.0;134.0
2014;72;Sarthe;72245;Préval;678.0;518.0;345.0;316.0
2014;72;Sarthe;72248;Pruillé-l'Éguillé;808.0;615.0;392.0;372.0
2014;72;Sarthe;72283;Saint-Germain-d'Arcé;344.0;280.0;174.0;165.0
2014;72;Sarthe;72329;Savigné-l'Évêque;4017.0;3261.0;1828.0;1731.0
2014;85;Vendée;85020;Benet;3971.0;3158.0;1857.0;1776.0
2014;85;Vendée;85096;Garnache;4749.0;3746.0;2169.0;1990.0
2014;85;Vendée;85118;Landeronde;2272.0;1787.0;1124.0;1040.0
2014;85;Vendée;85155;Mouilleron-le-Captif;4835.0;3792.0;2097.0;2018.0
2014;85;Vendée;85184;Puy-de-Serre;322.0;274.0;131.0;100.0
2014;85;Vendée;85205;Saint-Cyr-des-Gâts;534.0;440.0;237.0;205.0
2014;85;Vendée;85307;Faute-sur-Mer;675.0;609.0;184.0;175.0
2015;44;Loire-Atlantique;44024;Brains;2732.0;2116.0;1320.0;1211.0
2015;44;Loire-Atlantique;44039;Cheix-en-Retz;1019.0;732.0;429.0;463.0
2015;44;Loire-Atlantique;44052;Donges;7689.0;5851.0;3460.0;3152.0
2015;44;Loire-Atlantique;44105;Mouais;384.0;285.0;192.0;170.0
2015;44;Loire-Atlantique;44124;Pin;774.0;592.0;356.0;314.0
2015;44;Loire-Atlantique;44125;Piriac-sur-Mer;2221.0;1964.0;573.0;664.0
2015;44;Loire-Atlantique;44126;Plaine-sur-Mer;4052.0;3351.0;1632.0;1333.0
2015;44;Loire-Atlantique;44130;Pont-Saint-Martin;5687.0;4529.0;2778.0;2615.0
2015;49;Maine-et-Loire;49076;Chapelle-Saint-Laud;723.0;492.0;280.0;352.0
2015;49;Maine-et-Loire;49102;Cléré-sur-Layon;334.0;256.0;92.0;112.0
2015;53;Mayenne;53003;Ambrières-les-Vallées;2788.0;2288.0;1186.0;1012.0
2015;53;Mayenne;53054;Changé;5753.0;4588.0;2508.0;2369.0
2011;53;Mayenne;53108;Gravelle;529.999999;407.145597;294.444451;268.045979
2011;53;Mayenne;53113;Hambers;620.0;496.0;272.0;220.0
2011;53;Mayenne;53153;Mézangers;698.999999;539.170767;337.866846;267.05644
2011;53;Mayenne;53173;Pallu;176.0;135.826085;73.652177;72.695653
2011;53;Mayenne;53248;Saint-Pierre-sur-Erve;139.000001;107.547456;73.05111;64.934304
2011;53;Mayenne;53251;Saint-Quentin-les-Anges;395.000001;295.511215;193.067321;177.306737
2011;72;Sarthe;72007;Ardenay-sur-Mérize;487.0;368.243857;243.500006;187.614755
2011;72;Sarthe;72040;Bosse;116.000002;96.338993;59.96611;66.847454
2011;72;Sarthe;72093;Cormes;900.0;727.0;513.0;488.0
2011;72;Sarthe;72097;Coulombiers;436.0;347.774112;224.668219;209.279998
2011;72;Sarthe;72267;Saint-Aubin-des-Coudrais;957.999998;752.643083;478.501566;446.601456
2011;72;Sarthe;72380;Vivoin;941.0;771.0;430.0;388.0
2011;85;Vendée;85071;Commequiers;3072.000001;2538.326574;1387.148836;1288.950172
2011;85;Vendée;85224;Saint-Hilaire-de-Loulay;4305.0;3279.0;2293.0;2124.0
2011;85;Vendée;85237;Saint-Laurent-de-la-Salle;363.999999;304.153882;150.105852;141.276093
2011;85;Vendée;85271;Saint-Sulpice-en-Pareds;401.000002;315.414867;173.093528;157.707438
2011;85;Vendée;85287;Tallud-Sainte-Gemme;471.000002;371.669939;252.933233;229.380752
2012;44;Loire-Atlantique;44043;Clisson;6633.0;5404.0;3184.0;2904.0
2012;44;Loire-Atlantique;44071;Haute-Goulaine;5538.999998;4295.902439;2605.986758;2407.870937
2012;44;Loire-Atlantique;44103;Montoir-de-Bretagne;6949.999999;5523.003534;3317.604772;2831.608449
2012;44;Loire-Atlantique;44110;Nort-sur-Erdre;8160.0;6254.0;3913.0;3752.0
2012;44;Loire-Atlantique;44118;Pannecé;1357.0;991.341327;680.531461;660.217067
2012;44;Loire-Atlantique;44152;Sainte-Anne-sur-Brivet;2724.0;1982.051011;1271.776687;1172.85014
2012;44;Loire-Atlantique;44184;Saint-Nazaire;67940.000001;56361.182015;29872.741438;24928.800119
2012;44;Loire-Atlantique;44218;Villepot;655.000002;525.17139;353.36811;292.8465
2012;44;Loire-Atlantique;44223;Geneston;3592.0;2657.0;1827.0;1736.0
2012;49;Maine-et-Loire;49038;Bourg-l'Évêque;220.000001;168.235285;104.524875;111.493208
2012;49;Maine-et-Loire;49046;Brézé;1290.0;1012.0;604.0;500.0
2012;49;Maine-et-Loire;49090;Cheffes;942.999999;751.804269;487.971979;454.234271
2012;49;Maine-et-Loire;49096;Cherré;532.000003;393.818187;290.181822;272.415588
2012;49;Maine-et-Loire;49110;Corzé;1685.000001;1300.021202;810.239034;794.144757
2012;49;Maine-et-Loire;49260;Romagne;1773.999999;1399.587932;933.058616;886.504736
2012;49;Maine-et-Loire;49366;Vergonnes;316.0;260.0;155.0;140.0
2012;49;Maine-et-Loire;49371;Vezins;1609.0;1275.0;814.0;812.0
2012;53;Mayenne;53046;Buret;307.0;212.0;142.0;116.0
2012;53;Mayenne;53062;Château-Gontier;11758.999998;9609.606395;5236.937412;4634.022933
2012;53;Mayenne;53105;Gesnes;230.000003;171.025644;134.658122;117.94872
2012;53;Mayenne;53132;Levaré;325.0;259.0;145.0;128.0
2012;53;Mayenne;53178;Peuton;225.000001;169.247782;106.526535;115.486729
2012;53;Mayenne;53199;Saint-Aubin-Fosse-Louvain;235.000001;195.495683;102.306031;76.982756
2012;53;Mayenne;53218;Sainte-Gemmes-le-Robert;859.999999;672.614686;415.206443;364.908258
2012;72;Sarthe;72050;Brûlon;1557.999999;1270.172527;710.299649;629.317696
2012;72;Sarthe;72119;Domfront-en-Champagne;1001.999997;778.348082;522.182893;461.09735
2012;72;Sarthe;72123;Dureil;66.999995;54.376799;33.01448;42.724638
2012;72;Sarthe;72128;Évaillé;369.0;294.764021;161.975721;167.292333
2012;72;Sarthe;72136;Fontenay-sur-Vègre;344.0;261.0;190.0;168.0
2012;72;Sarthe;72178;Maisoncelles;182.0;136.0;90.0;84.0
2012;72;Sarthe;72179;Malicorne-sur-Sarthe;1953.0;1610.332631;852.589021;732.24752
2012;72;Sarthe;72218;Neuvillette-en-Charnie;306.0;238.221499;148.514669;124.592835
2012;72;Sarthe;72229;Parennes;547.000001;416.218223;248.07022;238.72865
2012;72;Sarthe;72241;Montfort-le-Gesnois;3044.0;2471.0;1466.0;1356.0
2012;72;Sarthe;72280;Saint-Georges-du-Bois;1934.0;1555.854969;956.997828;866.824772
2012;72;Sarthe;72284;Saint-Germain-sur-Sarthe;563.999999;429.908736;272.154301;266.21059
2012;72;Sarthe;72309;Saint-Paul-le-Gaultier;296.999998;251.229452;151.551367;142.397255
2012;72;Sarthe;72382;Volnay;868.000002;660.412665;415.17468;386.6823
2012;85;Vendée;85034;Bournezeau;3206.000001;2522.263315;1600.40127;1486.775374
2012;85;Vendée;85121;Langon;1128.0;879.471568;498.056501;430.106355
2012;85;Vendée;85146;Montaigu;5098.0;4219.774505;2332.010829;1950.470627
2012;85;Vendée;85155;Mouilleron-le-Captif;4802.999999;3774.15711;2389.502292;2122.280269
2012;85;Vendée;85266;Saint-Prouant;1494.0;1166.0;768.0;680.0
2013;44;Loire-Atlantique;44033;Chapelle-Launay;2800.0;2126.0;1353.0;1306.0
2013;44;Loire-Atlantique;44051;Derval;3468.0;2648.0;1559.0;1413.0
2013;44;Loire-Atlantique;44071;Haute-Goulaine;5563.0;4478.0;2501.0;2385.0
2013;44;Loire-Atlantique;44186;Sainte-Pazanne;6074.0;4448.0;2952.0;2796.0
2013;44;Loire-Atlantique;44198;Sorinières;7744.0;6278.0;3814.0;3624.0
2013;44;Loire-Atlantique;44201;Sucé-sur-Erdre;6590.0;5281.0;3152.0;2904.0
2013;44;Loire-Atlantique;44222;Roche-Blanche;1144.0;822.0;469.0;499.0
2013;49;Maine-et-Loire;49020;Beaucouzé;4927.0;4003.0;2274.0;2210.0
2013;49;Maine-et-Loire;49048;Briollay;2789.0;2186.0;1359.0;1224.0
2013;49;Maine-et-Loire;49054;Candé;2904.0;2296.0;1221.0;1091.0
2013;49;Maine-et-Loire;49069;Orée d'Anjou;2413.0;1805.0;1178.0;1096.0
2013;49;Maine-et-Loire;49163;Jarzé Villages;1830.0;1405.0;860.0;782.0
2013;53;Mayenne;53029;Bierné;661.0;474.0;184.0;251.0
2013;53;Mayenne;53047;Carelles;251.0;181.0;50.0;91.0
2013;53;Mayenne;53074;Contest;891.0;669.0;415.0;450.0
2013;53;Mayenne;53075;Cosmes;284.0;178.0;74.0;110.0
2013;53;Mayenne;53109;Grazay;622.0;468.0;302.0;288.0
2013;53;Mayenne;53114;Hardanges;183.0;124.0;23.0;63.0
2013;53;Mayenne;53144;Marcillé-la-Ville;791.0;578.0;299.0;359.0
2013;53;Mayenne;53146;Martigné-sur-Mayenne;1718.0;1318.0;788.0;784.0
2013;53;Mayenne;53158;Montjean;1011.0;753.0;531.0;544.0
2013;53;Mayenne;53169;Olivet;417.0;320.0;203.0;190.0
2013;53;Mayenne;53247;Saint-Pierre-la-Cour;2079.0;1593.0;940.0;896.0
2013;53;Mayenne;53249;Saint-Pierre-sur-Orthe;459.0;395.0;198.0;204.0
2013;72;Sarthe;72034;Bérus;450.0;348.0;203.0;188.0
2013;72;Sarthe;72041;Bouër;323.0;238.0;166.0;185.0
2013;72;Sarthe;72053;Challes;1241.0;984.0;602.0;596.0
2013;72;Sarthe;72090;Connerré;2864.0;2351.0;1211.0;932.0
2013;72;Sarthe;72108;Cré-sur-Loir;801.0;621.0;384.0;340.0
2013;72;Sarthe;72147;Guierche;1049.0;790.0;453.0;505.0
2011;53;Mayenne;53049;Châlons-du-Maine;663.000002;457.808753;356.181012;344.566427
2011;53;Mayenne;53080;Couptrain;140.999999;125.456684;53.291329;39.968505
2011;53;Mayenne;53103;Genest-Saint-Isle;2082.000001;1589.273709;1034.82806;966.93677
2011;53;Mayenne;53210;Saint-Denis-d'Anjou;1529.000001;1215.094808;640.724226;596.022541
2011;53;Mayenne;53226;Saint-Hilaire-du-Maine;833.000001;604.000257;392.000396;392.000409
2011;53;Mayenne;53255;Sainte-Suzanne-et-Chammes;977.0;796.0;422.0;428.0
2011;53;Mayenne;53276;Voutré;901.000001;690.274313;391.910364;350.553009
2011;72;Sarthe;72072;Château-l'Hermitage;260.999999;189.466668;130.500006;116.000003
2011;72;Sarthe;72161;Lhomme;883.0;763.0;352.0;336.0
2011;72;Sarthe;72173;Luceau;1285.000003;1003.906259;565.199226;501.953125
2011;72;Sarthe;72250;Rahay;197.0;166.465;107.365;78.8
2011;72;Sarthe;72254;Rouessé-Fontaine;272.999998;210.629222;133.943832;126.786521
2011;72;Sarthe;72272;Sainte-Cérotte;322.999999;273.385574;162.00626;149.8558
2011;53;Mayenne;53111;Haie-Traversaine;492.0;389.541638;249.558719;239.443403
2011;53;Mayenne;53136;Loigné-sur-Mayenne;882.000001;655.540538;446.959448;444.972976
2011;72;Sarthe;72009;Arthezé;379.000002;282.729951;204.700538;226.994656
2011;72;Sarthe;72066;Chapelle-Saint-Fray;437.000001;325.187638;238.533049;212.443501
2011;72;Sarthe;72117;Dissé-sous-le-Lude;577.0;467.142361;276.128635;221.694686
2011;72;Sarthe;72148;Jauzé;91.999999;73.802197;47.516483;24.263736
2011;72;Sarthe;72150;Joué-l'Abbé;1269.0;943.0;626.0;632.0
2011;72;Sarthe;72219;Neuvy-en-Champagne;379.0;291.0;204.0;180.0
2011;72;Sarthe;72300;Saint-Mars-la-Brière;2449.999999;1982.170767;1228.890131;1157.655294
2011;72;Sarthe;72319;Sainte-Sabine-sur-Longève;706.999998;543.84615;370.028655;324.17496
2011;72;Sarthe;72346;Suze-sur-Sarthe;4286.0;3420.778652;1927.168027;1695.250979
2011;72;Sarthe;72350;Teloché;3020.0;2341.266564;1481.484779;1325.44734
2011;72;Sarthe;72368;Vancé;334.0;287.0;144.0;124.0
2011;72;Sarthe;72375;Villaines-la-Gonais;530.000002;422.390897;269.525625;249.411761
2011;85;Vendée;85090;Sèvremont;2503.000002;1886.536761;1265.271752;1210.094503
2011;85;Vendée;85097;Gaubretière;2952.0;2417.217068;1555.961953;1481.693745
2011;85;Vendée;85176;Pissotte;1192.999998;1021.75489;515.823721;484.498372
2011;85;Vendée;85209;Saint-Étienne-de-Brillouet;542.0;416.0;266.0;228.0
2011;85;Vendée;85236;Saint-Julien-des-Landes;1443.999999;1170.786607;685.272959;616.297771
2011;85;Vendée;85259;Saint-Paul-en-Pareds;1206.999998;899.235052;661.644523;625.554822
2012;44;Loire-Atlantique;44021;Villeneuve-en-Retz;3504.0;2712.371919;1552.607513;1334.256204
2012;44;Loire-Atlantique;44054;Erbray;2945.0;2263.694027;1454.518305;1298.677065
2012;44;Loire-Atlantique;44102;Montbert;2985.999999;2256.450387;1472.408479;1465.23738
2012;44;Loire-Atlantique;44121;Petit-Auverné;426.999999;333.120568;196.843972;171.60756
2012;44;Loire-Atlantique;44165;Saint-Hilaire-de-Clisson;2112.0;1574.753919;1106.610148;1035.561284
2012;44;Loire-Atlantique;44224;Grigonnais;1587.000001;1172.957639;823.213623;696.565385
2012;49;Maine-et-Loire;49080;Châteauneuf-sur-Sarthe;3136.000001;2414.493236;1322.231575;1130.628983
2012;49;Maine-et-Loire;49121;Dénezé-sous-Doué;461.000001;364.581696;229.997813;196.854026
2012;49;Maine-et-Loire;49123;Distré;1697.0;1296.085508;861.342687;767.995212
2012;49;Maine-et-Loire;49150;Genneteil;335.0;275.0;145.0;104.0
2012;49;Maine-et-Loire;49176;Lion-d'Angers;3887.999998;3032.624788;1862.716034;1668.891636
2012;49;Maine-et-Loire;49183;Louroux-Béconnais;2952.999999;2210.002911;1417.7545;1264.187762
2012;49;Maine-et-Loire;49188;Marcé;849.0;630.714453;415.44668;394.322276
2012;49;Maine-et-Loire;49250;Prévière;248.000001;203.086619;124.976384;117.165357
2012;49;Maine-et-Loire;49284;Saint-Germain-des-Prés;1385.999997;1072.169081;719.738915;613.860279
2012;49;Maine-et-Loire;49331;Segré;6920.000001;5634.378281;3075.681797;2773.938689
2015;85;Vendée;85048;Chambretaud;1546.0;1216.0;809.0;740.0
2015;85;Vendée;85133;Maillezais;963.0;811.0;366.0;311.0
2015;85;Vendée;85139;Mazeau;454.0;374.0;200.0;159.0
2012;72;Sarthe;72187;Marigné-Laillé;1601.0;1247.938915;780.450846;731.550394
2012;72;Sarthe;72198;Milesse;2359.000001;1907.293495;1174.954801;1110.753291
2012;72;Sarthe;72222;Nouans;284.0;229.0;139.0;112.0
2012;72;Sarthe;72291;Saint-Jean-de-la-Motte;878.999998;701.213552;407.220331;385.369485
2012;72;Sarthe;72298;Saint-Mars-de-Locquenay;534.000003;397.842767;265.63213;260.698884
2012;72;Sarthe;72342;Souvigné-sur-Même;180.999998;148.36065;98.9071;87.038248
2012;72;Sarthe;72360;Trangé;1355.999999;1018.241761;721.213198;667.569225
2012;85;Vendée;85001;Aiguillon-sur-Mer;2214.0;2038.910004;628.685701;524.246066
2012;85;Vendée;85015;Beaufou;1273.000001;926.545008;676.919746;630.725755
2012;85;Vendée;85129;Lucs-sur-Boulogne;3315.000002;2604.598832;1684.722313;1559.707595
2012;85;Vendée;85153;Mouchamps;2811.0;2185.0;1413.0;1380.0
2012;85;Vendée;85194;Sables-d'Olonne;14271.0;13024.09966;3912.391707;3294.981595
2012;85;Vendée;85221;Saint-Gervais;2382.0;1919.0;1094.0;960.0
2012;85;Vendée;85223;Sainte-Hermine;2839.0;2251.76575;1212.663522;1207.174561
2012;85;Vendée;85265;Saint-Pierre-le-Vieux;964.000003;743.457561;453.060049;367.23809
2013;44;Loire-Atlantique;44070;Haie-Fouassière;4444.0;3452.0;2162.0;2080.0
2013;44;Loire-Atlantique;44159;Saint-Fiacre-sur-Maine;1135.0;858.0;462.0;467.0
2013;44;Loire-Atlantique;44182;Saint-Michel-Chef-Chef;4535.0;3770.0;1965.0;1792.0
2013;44;Loire-Atlantique;44224;Grigonnais;1597.0;1150.0;712.0;681.0
2015;53;Mayenne;53163;Neau;750.0;529.0;257.0;271.0
2015;53;Mayenne;53175;Parné-sur-Roc;1332.0;975.0;679.0;660.0
2015;53;Mayenne;53188;Renazé;2529.0;2115.0;953.0;780.0
2015;53;Mayenne;53193;Ruillé-Froid-Fonds;555.0;424.0;299.0;290.0
2015;53;Mayenne;53220;Saint-Georges-le-Fléchard;416.0;267.0;191.0;165.0
2015;72;Sarthe;72006;Arçonnay;1841.0;1513.0;776.0;705.0
2015;72;Sarthe;72094;Coudrecieux;622.0;498.0;292.0;235.0
2015;72;Sarthe;72105;Courgenard;481.0;349.0;146.0;155.0
2015;72;Sarthe;72139;Fyé;999.0;783.0;447.0;425.0
2015;72;Sarthe;72151;Juigné-sur-Sarthe;1156.0;937.0;603.0;510.0
2015;72;Sarthe;72280;Saint-Georges-du-Bois;2069.0;1654.0;982.0;909.0
2015;72;Sarthe;72290;Saint-Jean-d'Assé;1708.0;1236.0;748.0;743.0
2015;72;Sarthe;72291;Saint-Jean-de-la-Motte;925.0;698.0;306.0;351.0
2015;72;Sarthe;72321;Saint-Symphorien;567.0;427.0;221.0;241.0
2015;72;Sarthe;72339;Souligné-Flacé;692.0;528.0;362.0;325.0
2015;85;Vendée;85002;Aiguillon-sur-Vie;1911.0;1551.0;722.0;812.0
2015;85;Vendée;85058;Chasnais;718.0;560.0;356.0;306.0
2015;85;Vendée;85099;Girouard;1001.0;762.0;507.0;453.0
2015;85;Vendée;85158;Mouzeuil-Saint-Martin;1240.0;981.0;576.0;480.0
2015;85;Vendée;85187;Réaumur;818.0;647.0;393.0;335.0
2015;85;Vendée;85198;Saint-Aubin-des-Ormeaux;1338.0;1020.0;707.0;709.0
2015;85;Vendée;85232;Saint-Hilaire-le-Vouhis;1030.0;764.0;555.0;463.0
2014;49;Maine-et-Loire;49202;Méon;248.0;159.0;32.0;71.0
2014;49;Maine-et-Loire;49241;Plessis-Grammoire;2321.0;1851.0;1109.0;1120.0
2014;49;Maine-et-Loire;49355;Trémentines;2858.0;2233.0;1243.0;1175.0
2012;85;Vendée;85021;Bernardière;1729.0;1269.366445;954.464671;873.847234
2014;49;Maine-et-Loire;49359;Ulmes;567.0;398.0;183.0;222.0
2012;85;Vendée;85099;Girouard;951.0;724.662;482.157;430.803
2012;85;Vendée;85128;Luçon;9437.0;8225.0;3851.0;3484.0
2014;53;Mayenne;53225;Saint-Germain-le-Guillaume;476.0;345.0;213.0;204.0
2014;53;Mayenne;53228;Saint-Jean-sur-Erve;431.0;310.0;123.0;153.0
2014;53;Mayenne;53271;Villaines-la-Juhel;2908.0;2457.0;1083.0;996.0
2014;72;Sarthe;72127;Étival-lès-le-Mans;1950.0;1609.0;902.0;835.0
2014;72;Sarthe;72143;Grand-Lucé;1915.0;1614.0;567.0;583.0
2012;85;Vendée;85304;Vouillé-les-Marais;727.999999;574.212872;307.467285;256.311887
2014;72;Sarthe;72215;Neufchâtel-en-Saosnois;1008.0;778.0;461.0;432.0
2014;72;Sarthe;72227;Panon;40.0;34.0;25.0;25.0
2014;72;Sarthe;72282;Saint-Georges-le-Gaultier;510.0;380.0;124.0;189.0
2014;72;Sarthe;72297;Saint-Marceau;521.0;361.0;162.0;206.0
2013;44;Loire-Atlantique;44053;Drefféac;2062.0;1523.0;999.0;930.0
2014;72;Sarthe;72333;Semur-en-Vallon;439.0;347.0;195.0;160.0
2014;72;Sarthe;72357;Thorée-les-Pins;705.0;521.0;273.0;287.0
2014;85;Vendée;85006;Apremont;1761.0;1365.0;827.0;770.0
2014;85;Vendée;85078;Damvix;741.0;588.0;198.0;252.0
2014;85;Vendée;85179;Poiroux;1018.0;776.0;354.0;404.0
2014;85;Vendée;85207;Saint-Denis-du-Payré;381.0;335.0;150.0;100.0
2013;49;Maine-et-Loire;49008;Angrie;961.0;679.0;428.0;335.0
2014;85;Vendée;85254;Saint-Mesmin;1734.0;1395.0;651.0;688.0
2013;49;Maine-et-Loire;49078;Charcé-Saint-Ellier-sur-Aubance;752.0;541.0;247.0;279.0
2015;44;Loire-Atlantique;44127;Planche;2568.0;1977.0;1284.0;1254.0
2015;44;Loire-Atlantique;44210;Trignac;7625.0;6032.0;3400.0;2953.0
2015;49;Maine-et-Loire;49021;Beaufort-en-Anjou;7094.0;5367.0;3208.0;2922.0
2015;49;Maine-et-Loire;49029;Blaison-Saint-Sulpice;1220.0;940.0;425.0;443.0
2015;49;Maine-et-Loire;49048;Briollay;2834.0;2205.0;1359.0;1230.0
2015;49;Maine-et-Loire;49060;Chacé;1398.0;1125.0;661.0;549.0
2015;49;Maine-et-Loire;49073;Chapelle-Hullin;0.0;0.0;0.0;0.0
2015;49;Maine-et-Loire;49103;Combrée;0.0;0.0;0.0;0.0
2015;49;Maine-et-Loire;49223;Mûrs-Erigné;5373.0;4400.0;2356.0;2237.0
2015;49;Maine-et-Loire;49292;Val-du-Layon;3343.0;2499.0;1655.0;1607.0
2015;49;Maine-et-Loire;49317;Saint-Rémy-la-Varenne;0.0;0.0;0.0;0.0
2015;53;Mayenne;53009;Arquenay;639.0;492.0;315.0;265.0
2015;53;Mayenne;53025;Bazougers;1121.0;829.0;555.0;529.0
2015;53;Mayenne;53040;Bourgon;648.0;476.0;313.0;264.0
2015;53;Mayenne;53046;Buret;309.0;228.0;153.0;170.0
2011;44;Loire-Atlantique;44070;Haie-Fouassière;4339.0;3358.093162;2202.16579;2075.154567
2015;72;Sarthe;72081;Cherreau;922.0;689.0;306.0;360.0
2011;44;Loire-Atlantique;44141;Remaudière;1195.000001;880.188177;625.340516;625.340499
2011;44;Loire-Atlantique;44204;Thouaré-sur-Loire;7886.000001;6187.143593;3742.914465;3421.531405
2011;44;Loire-Atlantique;44208;Treffieux;804.999999;611.637707;394.5827;374.913777
2011;49;Maine-et-Loire;49010;Armaillé;283.999999;219.228065;151.46665;147.480705
2011;49;Maine-et-Loire;49047;Brigné;416.999996;335.03439;221.30712;221.30712
2011;49;Maine-et-Loire;49090;Cheffes;922.0;735.0;477.0;444.0
2011;49;Maine-et-Loire;49096;Cherré;539.0;399.0;294.0;276.0
2011;49;Maine-et-Loire;49150;Genneteil;341.000001;279.925367;147.596992;105.862692
2015;72;Sarthe;72264;Sablé-sur-Sarthe;12485.0;10312.0;5336.0;4292.0
2011;49;Maine-et-Loire;49186;Luigné;269.000001;199.973583;138.052824;113.690564
2011;49;Maine-et-Loire;49237;Pellerine;160.000001;132.173914;70.559015;55.652171
2011;49;Maine-et-Loire;49283;Saint-Georges-sur-Loire;3400.000001;2667.921257;1617.040876;1460.451778
2011;49;Maine-et-Loire;49307;Loire-Authion;2376.0;1904.29034;1067.373489;953.053729
2011;49;Maine-et-Loire;49371;Vezins;1621.999998;1285.301437;820.576767;818.560593
2015;85;Vendée;85166;Olonne-sur-Mer;14866.0;12642.0;6169.0;5296.0
2015;85;Vendée;85202;Sainte-Cécile;1600.0;1206.0;772.0;710.0
2011;53;Mayenne;53142;Madré;351.000001;305.361163;141.732394;132.76751
2015;85;Vendée;85264;Saint-Pierre-du-Chemin;1333.0;1090.0;466.0;479.0
2011;53;Mayenne;53222;Saint-Germain-d'Anxure;340.000004;260.70288;165.111824;152.07668
2011;72;Sarthe;72032;Berfay;365.000001;290.79671;188.516485;192.527472
2011;72;Sarthe;72051;Cérans-Foulletourte;3271.999998;2514.674211;1547.416406;1421.004281
2011;72;Sarthe;72115;Dissay-sous-Courcillon;992.000001;798.766666;442.266659;359.599994
2011;72;Sarthe;72134;Flée;558.999999;460.821925;268.486956;244.443364
2011;72;Sarthe;72144;Gréez-sur-Roc;376.999999;320.933335;144.033342;112.133335
2011;72;Sarthe;72170;Louvigny;187.999999;154.082463;82.37112;65.89691
2011;72;Sarthe;72176;Lude;3999.000001;3387.122014;1625.296625;1347.189063
2011;72;Sarthe;72210;Montreuil-le-Henri;262.0;205.824046;128.958009;128.996616
2012;53;Mayenne;53254;Saint-Sulpice;241.0;178.0;129.0;120.0
2012;72;Sarthe;72003;Allonnes;11097.000002;9077.088605;4304.62168;3456.800097
2012;72;Sarthe;72115;Dissay-sous-Courcillon;976.0;786.899998;437.166675;357.866671
2012;72;Sarthe;72120;Doucelles;254.000002;185.575511;133.738779;128.555106
2012;72;Sarthe;72169;Louplande;1493.999999;1134.109306;734.902814;637.117411
2012;72;Sarthe;72200;Moncé-en-Belin;3440.0;2658.088774;1742.733219;1558.112961
2012;72;Sarthe;72239;Poillé-sur-Vègre;636.0;492.253651;326.790235;320.585369
2012;72;Sarthe;72379;Viré-en-Champagne;229.0;176.0;115.0;96.0
2012;85;Vendée;85076;Cugand;3346.000001;2674.102359;1572.430791;1462.69991
2012;85;Vendée;85095;Froidfond;1676.0;1233.0;905.0;784.0
2012;85;Vendée;85303;Vix;1784.000001;1472.625406;789.071863;669.347859
2013;44;Loire-Atlantique;44001;Abbaretz;1974.0;1430.0;815.0;769.0
2013;44;Loire-Atlantique;44065;Grand-Auverné;795.0;606.0;356.0;325.0
2013;44;Loire-Atlantique;44093;Maumusson;1032.0;768.0;487.0;484.0
2013;44;Loire-Atlantique;44133;Port-Saint-Père;2853.0;2171.0;1419.0;1472.0
2013;44;Loire-Atlantique;44206;Touvois;1728.0;1336.0;769.0;698.0
2013;44;Loire-Atlantique;44211;Turballe;4510.0;3882.0;1676.0;1472.0
2013;49;Maine-et-Loire;49014;Aviré;472.0;326.0;154.0;217.0
2011;72;Sarthe;72305;Saint-Ouen-de-Mimbré;967.000002;744.630801;434.537976;395.776378
2011;72;Sarthe;72324;Saint-Vincent-des-Prés;502.0;379.0;235.0;196.0
2011;72;Sarthe;72364;Vaas;1560.000001;1263.898091;642.878991;572.331208
2011;85;Vendée;85015;Beaufou;1193.0;908.706222;634.750403;562.384752
2011;85;Vendée;85027;Boufféré;3004.000001;2178.089648;1603.460851;1460.277775
2011;85;Vendée;85076;Cugand;3326.000001;2675.577181;1543.273607;1353.205374
